links
https://www.macrotrends.net/stocks/charts/JD/jd/stock-price-history
https://www.macrotrends.net/stocks/charts/GOOG/alphabet/stock-price-history
https://www.macrotrends.net/stocks/charts/GOOGL/alphabet/stock-price-history
https://www.macrotrends.net/stocks/charts/TCEHY/tencent-holding/stock-price-history
https://www.macrotrends.net/stocks/charts/FB/facebook/stock-price-history
https://www.macrotrends.net/stocks/charts/SHOP/shopify/stock-price-history
https://www.macrotrends.net/stocks/charts/UBER/uber-technologies/stock-price-history
https://www.macrotrends.net/stocks/charts/BIDU/baidu/stock-price-history
https://www.macrotrends.net/stocks/charts/DASH/doordash/stock-price-history
https://www.macrotrends.net/stocks/charts/BILI/bilibili/stock-price-history
https://www.macrotrends.net/stocks/charts/ZG/zillow/stock-price-history
https://www.macrotrends.net/stocks/charts/TTD/trade-desk/stock-price-history
https://www.macrotrends.net/stocks/charts/ZS/zscaler/stock-price-history
https://www.macrotrends.net/stocks/charts/ETSY/etsy/stock-price-history
https://www.macrotrends.net/stocks/charts/LYFT/lyft/stock-price-history
https://www.macrotrends.net/stocks/charts/AKAM/akamai-technologies/stock-price-history
https://www.macrotrends.net/stocks/charts/RKUNY/rakuten/stock-price-history
https://www.macrotrends.net/stocks/charts/YY/joyy/stock-price-history
https://www.macrotrends.net/stocks/charts/DBX/dropbox/stock-price-history
https://www.macrotrends.net/stocks/charts/UDIRF/united-internet-ag/stock-price-history
https://www.macrotrends.net/stocks/charts/CYGIY/cyber-agent-inc/stock-price-history
https://www.macrotrends.net/stocks/charts/CYAGF/cyberagent/stock-price-history
https://www.macrotrends.net/stocks/charts/ANGI/angi-homeservices/stock-price-history
https://www.macrotrends.net/stocks/charts/MLRYY/mail-ru-group/stock-price-history
https://www.macrotrends.net/stocks/charts/UPWK/upwork/stock-price-history
https://www.macrotrends.net/stocks/charts/VNET/21vianet/stock-price-history
https://www.macrotrends.net/stocks/charts/LPSN/liveperson/stock-price-history
https://www.macrotrends.net/stocks/charts/PCCWY/pccw/stock-price-history
https://www.macrotrends.net/stocks/charts/PCWLF/pccw/stock-price-history
https://www.macrotrends.net/stocks/charts/SPT/sprout-social/stock-price-history
https://www.macrotrends.net/stocks/charts/SVMK/svmk/stock-price-history
https://www.macrotrends.net/stocks/charts/DNACF/dena-co-tok/stock-price-history
https://www.macrotrends.net/stocks/charts/LTRPB/liberty-tripadvisor-holdings/stock-price-history
https://www.macrotrends.net/stocks/charts/IIJIY/internet-initiative-japan/stock-price-history
https://www.macrotrends.net/stocks/charts/EB/eventbrite/stock-price-history
https://www.macrotrends.net/stocks/charts/TRVG/trivago-ads/stock-price-history
https://www.macrotrends.net/stocks/charts/GREZF/gree-inc-tokyo/stock-price-history
https://www.macrotrends.net/stocks/charts/SOHU/sohu/stock-price-history
https://www.macrotrends.net/stocks/charts/HSTM/healthstream/stock-price-history
https://www.macrotrends.net/stocks/charts/SIFY/sify-technologies/stock-price-history
https://www.macrotrends.net/stocks/charts/YRD/yirendai/stock-price-history
https://www.macrotrends.net/stocks/charts/XNET/xunlei/stock-price-history
https://www.macrotrends.net/stocks/charts/TRUE/truecar/stock-price-history
https://www.macrotrends.net/stocks/charts/LLNW/limelight-networks/stock-price-history
https://www.macrotrends.net/stocks/charts/LTRPA/liberty-tripadvisor-holdings/stock-price-history
https://www.macrotrends.net/stocks/charts/ASPU/aspen-group/stock-price-history
https://www.macrotrends.net/stocks/charts/STG/sunlands-technology-group/stock-price-history
https://www.macrotrends.net/stocks/charts/LEAF/leaf-group/stock-price-history
https://www.macrotrends.net/stocks/charts/INUV/inuvo/stock-price-history
https://www.macrotrends.net/stocks/charts/YTRA/yatra-online/stock-price-history
https://www.macrotrends.net/stocks/charts/MCHX/marchex/stock-price-history
https://www.macrotrends.net/stocks/charts/CXDO/crexendo/stock-price-history
https://www.macrotrends.net/stocks/charts/RMBL/rumbleon/stock-price-history
https://www.macrotrends.net/stocks/charts/SYNC/synacor/stock-price-history
https://www.macrotrends.net/stocks/charts/AIHS/senmiao-technology/stock-price-history
https://www.macrotrends.net/stocks/charts/DTST/data-storage/stock-price-history
https://www.macrotrends.net/stocks/charts/MOXC/moxian/stock-price-history
https://www.macrotrends.net/stocks/charts/GIGM/gigamedia/stock-price-history
https://www.macrotrends.net/stocks/charts/TAOP/taoping/stock-price-history
https://www.macrotrends.net/stocks/charts/JRJC/china-finance-online/stock-price-history
https://www.macrotrends.net/stocks/charts/WHLM/wilhelmina/stock-price-history
https://www.macrotrends.net/stocks/charts/LYL/dragon-victory/stock-price-history
https://www.macrotrends.net/stocks/charts/BLIN/bridgeline-digital/stock-price-history
