,date,company,ticker,quarterly_revenue_mil,gross_profit_mil,gross_margin
46,2016-09-30,healthstream,HSTM,58,33,0.5689655172413793
47,2016-12-31,healthstream,HSTM,25,20,0.8
48,2017-03-31,healthstream,HSTM,52,31,0.5961538461538461
49,2017-06-30,healthstream,HSTM,53,32,0.6037735849056604
50,2017-09-30,healthstream,HSTM,55,32,0.5818181818181818
51,2017-12-31,healthstream,HSTM,55,33,0.6
52,2018-03-31,healthstream,HSTM,55,33,0.6
53,2018-06-30,healthstream,HSTM,57,34,0.5964912280701754
54,2018-09-30,healthstream,HSTM,60,35,0.5833333333333334
55,2018-12-31,healthstream,HSTM,60,34,0.5666666666666667
56,2019-03-31,healthstream,HSTM,65,38,0.5846153846153846
57,2019-06-30,healthstream,HSTM,64,37,0.578125
58,2019-09-30,healthstream,HSTM,62,37,0.5967741935483871
59,2019-12-31,healthstream,HSTM,63,38,0.6031746031746031
60,2020-03-31,healthstream,HSTM,62,41,0.6612903225806451
61,2020-06-30,healthstream,HSTM,61,38,0.6229508196721312
62,2020-09-30,healthstream,HSTM,61,38,0.6229508196721312
0,2005-03-31,sify-technologies,SIFY,23,8,0.34782608695652173
1,2005-06-30,sify-technologies,SIFY,23,10,0.43478260869565216
2,2005-09-30,sify-technologies,SIFY,27,12,0.4444444444444444
3,2005-12-31,sify-technologies,SIFY,27,13,0.48148148148148145
4,2006-03-31,sify-technologies,SIFY,29,14,0.4827586206896552
5,2006-06-30,sify-technologies,SIFY,29,14,0.4827586206896552
6,2006-09-30,sify-technologies,SIFY,30,15,0.5
7,2006-12-31,sify-technologies,SIFY,32,15,0.46875
8,2007-03-31,sify-technologies,SIFY,33,13,0.3939393939393939
9,2007-06-30,sify-technologies,SIFY,35,16,0.45714285714285713
10,2007-09-30,sify-technologies,SIFY,37,16,0.43243243243243246
11,2007-12-31,sify-technologies,SIFY,38,17,0.4473684210526316
12,2008-03-31,sify-technologies,SIFY,41,16,0.3902439024390244
13,2008-06-30,sify-technologies,SIFY,35,14,0.4
14,2008-09-30,sify-technologies,SIFY,34,14,0.4117647058823529
15,2008-12-31,sify-technologies,SIFY,32,14,0.4375
16,2009-03-31,sify-technologies,SIFY,26,14,0.5384615384615384
17,2009-06-30,sify-technologies,SIFY,34,13,0.38235294117647056
18,2009-09-30,sify-technologies,SIFY,38,14,0.3684210526315789
19,2009-12-31,sify-technologies,SIFY,37,13,0.35135135135135137
20,2010-03-31,sify-technologies,SIFY,39,18,0.46153846153846156
21,2010-06-30,sify-technologies,SIFY,39,14,0.358974358974359
22,2010-09-30,sify-technologies,SIFY,38,15,0.39473684210526316
23,2010-12-31,sify-technologies,SIFY,39,15,0.38461538461538464
24,2011-03-31,sify-technologies,SIFY,39,17,0.4358974358974359
25,2011-06-30,sify-technologies,SIFY,51,17,0.3333333333333333
26,2011-09-30,sify-technologies,SIFY,37,15,0.40540540540540543
27,2011-12-31,sify-technologies,SIFY,35,16,0.45714285714285713
28,2012-03-31,sify-technologies,SIFY,27,12,0.4444444444444444
29,2012-06-30,sify-technologies,SIFY,37,17,0.4594594594594595
30,2012-09-30,sify-technologies,SIFY,39,18,0.46153846153846156
31,2012-12-31,sify-technologies,SIFY,41,17,0.4146341463414634
32,2013-03-31,sify-technologies,SIFY,41,19,0.4634146341463415
33,2013-06-30,sify-technologies,SIFY,42,16,0.38095238095238093
34,2013-09-30,sify-technologies,SIFY,40,17,0.425
35,2013-12-31,sify-technologies,SIFY,44,17,0.38636363636363635
36,2014-03-31,sify-technologies,SIFY,44,16,0.36363636363636365
37,2014-06-30,sify-technologies,SIFY,48,18,0.375
38,2014-09-30,sify-technologies,SIFY,51,17,0.3333333333333333
40,2015-06-30,sify-technologies,SIFY,52,11,0.21153846153846154
41,2015-09-30,sify-technologies,SIFY,57,24,0.42105263157894735
42,2015-12-31,sify-technologies,SIFY,59,20,0.3389830508474576
43,2016-03-31,sify-technologies,SIFY,45,20,0.4444444444444444
44,2016-09-30,sify-technologies,SIFY,66,24,0.36363636363636365
45,2017-06-30,sify-technologies,SIFY,71,27,0.38028169014084506
46,2017-09-30,sify-technologies,SIFY,74,27,0.36486486486486486
47,2018-09-30,sify-technologies,SIFY,76,28,0.3684210526315789
48,2019-09-30,sify-technologies,SIFY,82,32,0.3902439024390244
49,2019-12-31,sify-technologies,SIFY,82,30,0.36585365853658536
50,2020-06-30,sify-technologies,SIFY,70,29,0.4142857142857143
51,2020-09-30,sify-technologies,SIFY,80,31,0.3875
52,2020-12-31,sify-technologies,SIFY,86,32,0.37209302325581395
2,2015-03-31,yirendai,YRD,30,30,1.0
3,2015-06-30,yirendai,YRD,50,50,1.0
4,2015-09-30,yirendai,YRD,59,59,1.0
5,2015-12-31,yirendai,YRD,71,71,1.0
6,2016-03-31,yirendai,YRD,85,79,0.9294117647058824
7,2016-06-30,yirendai,YRD,110,104,0.9454545454545454
8,2016-09-30,yirendai,YRD,131,122,0.9312977099236641
9,2016-12-31,yirendai,YRD,139,135,0.9712230215827338
10,2017-03-31,yirendai,YRD,148,140,0.9459459459459459
11,2017-06-30,yirendai,YRD,175,161,0.92
12,2017-09-30,yirendai,YRD,228,210,0.9210526315789473
13,2017-12-31,yirendai,YRD,302,277,0.9172185430463576
14,2018-03-31,yirendai,YRD,254,231,0.9094488188976378
15,2018-06-30,yirendai,YRD,230,207,0.9
16,2018-09-30,yirendai,YRD,163,141,0.8650306748466258
17,2018-12-31,yirendai,YRD,171,145,0.847953216374269
18,2019-03-31,yirendai,YRD,295,269,0.911864406779661
19,2019-06-30,yirendai,YRD,323,299,0.9256965944272446
20,2019-09-30,yirendai,YRD,288,266,0.9236111111111112
21,2019-12-31,yirendai,YRD,332,308,0.927710843373494
22,2020-03-31,yirendai,YRD,145,130,0.896551724137931
23,2020-06-30,yirendai,YRD,107,83,0.7757009345794392
24,2020-09-30,yirendai,YRD,151,115,0.7615894039735099
0,2013-06-30,xunlei,XNET,45,45,1.0
1,2013-09-30,xunlei,XNET,47,47,1.0
3,2014-03-31,xunlei,XNET,40,40,1.0
4,2014-06-30,xunlei,XNET,45,20,0.4444444444444444
5,2014-09-30,xunlei,XNET,49,23,0.46938775510204084
6,2014-12-31,xunlei,XNET,46,41,0.8913043478260869
7,2015-03-31,xunlei,XNET,30,18,0.6
8,2015-06-30,xunlei,XNET,31,17,0.5483870967741935
9,2015-09-30,xunlei,XNET,33,18,0.5454545454545454
10,2015-12-31,xunlei,XNET,35,17,0.4857142857142857
11,2016-03-31,xunlei,XNET,38,18,0.47368421052631576
12,2016-06-30,xunlei,XNET,38,19,0.5
13,2016-09-30,xunlei,XNET,41,20,0.4878048780487805
14,2016-12-31,xunlei,XNET,23,3,0.13043478260869565
15,2017-03-31,xunlei,XNET,36,13,0.3611111111111111
16,2017-06-30,xunlei,XNET,38,14,0.3684210526315789
17,2017-09-30,xunlei,XNET,45,16,0.35555555555555557
18,2017-12-31,xunlei,XNET,82,40,0.4878048780487805
19,2018-03-31,xunlei,XNET,78,38,0.48717948717948717
20,2018-06-30,xunlei,XNET,65,35,0.5384615384615384
21,2018-09-30,xunlei,XNET,45,24,0.5333333333333333
22,2018-12-31,xunlei,XNET,42,19,0.4523809523809524
23,2019-03-31,xunlei,XNET,48,18,0.375
24,2019-06-30,xunlei,XNET,48,22,0.4583333333333333
25,2019-09-30,xunlei,XNET,44,20,0.45454545454545453
26,2019-12-31,xunlei,XNET,40,20,0.5
27,2020-03-31,xunlei,XNET,48,24,0.5
28,2020-06-30,xunlei,XNET,44,20,0.45454545454545453
29,2020-09-30,xunlei,XNET,44,23,0.5227272727272727
2,2013-03-31,truecar,TRUE,25,21,0.84
3,2013-06-30,truecar,TRUE,31,28,0.9032258064516129
4,2013-09-30,truecar,TRUE,38,34,0.8947368421052632
5,2013-12-31,truecar,TRUE,40,36,0.9
6,2014-03-31,truecar,TRUE,44,40,0.9090909090909091
7,2014-06-30,truecar,TRUE,50,46,0.92
8,2014-09-30,truecar,TRUE,57,52,0.9122807017543859
9,2014-12-31,truecar,TRUE,55,50,0.9090909090909091
10,2015-03-31,truecar,TRUE,59,53,0.8983050847457628
11,2015-06-30,truecar,TRUE,65,59,0.9076923076923077
12,2015-09-30,truecar,TRUE,72,66,0.9166666666666666
13,2015-12-31,truecar,TRUE,64,58,0.90625
14,2016-03-31,truecar,TRUE,62,56,0.9032258064516129
15,2016-06-30,truecar,TRUE,66,60,0.9090909090909091
16,2016-09-30,truecar,TRUE,75,69,0.92
17,2016-12-31,truecar,TRUE,74,68,0.918918918918919
18,2017-03-31,truecar,TRUE,76,69,0.9078947368421053
19,2017-06-30,truecar,TRUE,82,75,0.9146341463414634
20,2017-09-30,truecar,TRUE,82,75,0.9146341463414634
21,2017-12-31,truecar,TRUE,83,76,0.9156626506024096
22,2018-03-31,truecar,TRUE,81,74,0.9135802469135802
23,2018-06-30,truecar,TRUE,88,80,0.9090909090909091
24,2018-09-30,truecar,TRUE,94,86,0.9148936170212766
25,2018-12-31,truecar,TRUE,91,83,0.9120879120879121
26,2019-03-31,truecar,TRUE,86,77,0.8953488372093024
27,2019-06-30,truecar,TRUE,88,80,0.9090909090909091
28,2019-09-30,truecar,TRUE,86,79,0.9186046511627907
29,2019-12-31,truecar,TRUE,94,85,0.9042553191489362
30,2020-03-31,truecar,TRUE,84,76,0.9047619047619048
31,2020-06-30,truecar,TRUE,63,56,0.8888888888888888
32,2020-09-30,truecar,TRUE,77,73,0.948051948051948
0,2006-06-30,limelight-networks,LLNW,15,8,0.5333333333333333
1,2006-09-30,limelight-networks,LLNW,17,7,0.4117647058823529
2,2007-03-31,limelight-networks,LLNW,23,9,0.391304347826087
3,2007-06-30,limelight-networks,LLNW,21,7,0.3333333333333333
4,2007-09-30,limelight-networks,LLNW,29,11,0.3793103448275862
5,2007-12-31,limelight-networks,LLNW,29,11,0.3793103448275862
6,2008-03-31,limelight-networks,LLNW,30,10,0.3333333333333333
7,2008-06-30,limelight-networks,LLNW,30,11,0.36666666666666664
8,2008-09-30,limelight-networks,LLNW,33,12,0.36363636363636365
9,2008-12-31,limelight-networks,LLNW,36,14,0.3888888888888889
10,2009-03-31,limelight-networks,LLNW,33,12,0.36363636363636365
11,2009-06-30,limelight-networks,LLNW,32,11,0.34375
12,2009-09-30,limelight-networks,LLNW,33,12,0.36363636363636365
13,2009-12-31,limelight-networks,LLNW,34,11,0.3235294117647059
14,2010-03-31,limelight-networks,LLNW,36,15,0.4166666666666667
15,2010-06-30,limelight-networks,LLNW,42,18,0.42857142857142855
16,2010-09-30,limelight-networks,LLNW,40,15,0.375
17,2010-12-31,limelight-networks,LLNW,36,11,0.3055555555555556
18,2011-03-31,limelight-networks,LLNW,41,15,0.36585365853658536
19,2011-06-30,limelight-networks,LLNW,42,13,0.30952380952380953
20,2011-09-30,limelight-networks,LLNW,42,15,0.35714285714285715
21,2011-12-31,limelight-networks,LLNW,46,17,0.3695652173913043
22,2012-03-31,limelight-networks,LLNW,44,17,0.38636363636363635
23,2012-06-30,limelight-networks,LLNW,44,17,0.38636363636363635
24,2012-09-30,limelight-networks,LLNW,45,17,0.37777777777777777
25,2012-12-31,limelight-networks,LLNW,46,16,0.34782608695652173
26,2013-03-31,limelight-networks,LLNW,46,17,0.3695652173913043
27,2013-06-30,limelight-networks,LLNW,43,14,0.32558139534883723
28,2013-09-30,limelight-networks,LLNW,43,15,0.3488372093023256
29,2013-12-31,limelight-networks,LLNW,42,15,0.35714285714285715
30,2014-03-31,limelight-networks,LLNW,41,15,0.36585365853658536
31,2014-06-30,limelight-networks,LLNW,41,16,0.3902439024390244
32,2014-09-30,limelight-networks,LLNW,39,16,0.41025641025641024
33,2014-12-31,limelight-networks,LLNW,41,16,0.3902439024390244
34,2015-03-31,limelight-networks,LLNW,42,17,0.40476190476190477
35,2015-06-30,limelight-networks,LLNW,44,18,0.4090909090909091
36,2015-09-30,limelight-networks,LLNW,42,16,0.38095238095238093
37,2015-12-31,limelight-networks,LLNW,43,18,0.4186046511627907
38,2016-03-31,limelight-networks,LLNW,41,17,0.4146341463414634
39,2016-06-30,limelight-networks,LLNW,44,19,0.4318181818181818
40,2016-09-30,limelight-networks,LLNW,39,16,0.41025641025641024
41,2016-12-31,limelight-networks,LLNW,44,20,0.45454545454545453
42,2017-03-31,limelight-networks,LLNW,45,21,0.4666666666666667
43,2017-06-30,limelight-networks,LLNW,45,21,0.4666666666666667
44,2017-09-30,limelight-networks,LLNW,46,22,0.4782608695652174
45,2017-12-31,limelight-networks,LLNW,48,23,0.4791666666666667
46,2018-03-31,limelight-networks,LLNW,52,27,0.5192307692307693
47,2018-06-30,limelight-networks,LLNW,50,25,0.5
48,2018-09-30,limelight-networks,LLNW,49,24,0.4897959183673469
49,2018-12-31,limelight-networks,LLNW,44,18,0.4090909090909091
50,2019-03-31,limelight-networks,LLNW,43,16,0.37209302325581395
51,2019-06-30,limelight-networks,LLNW,46,19,0.41304347826086957
52,2019-09-30,limelight-networks,LLNW,51,21,0.4117647058823529
53,2019-12-31,limelight-networks,LLNW,60,26,0.43333333333333335
54,2020-03-31,limelight-networks,LLNW,57,21,0.3684210526315789
55,2020-06-30,limelight-networks,LLNW,59,24,0.4067796610169492
56,2020-09-30,limelight-networks,LLNW,59,22,0.3728813559322034
57,2020-12-31,limelight-networks,LLNW,55,17,0.3090909090909091
1,2013-09-30,liberty-tripadvisor-holdings,LTRPA,274,260,0.948905109489051
3,2014-03-31,liberty-tripadvisor-holdings,LTRPA,294,284,0.9659863945578231
4,2014-06-30,liberty-tripadvisor-holdings,LTRPA,335,325,0.9701492537313433
5,2014-09-30,liberty-tripadvisor-holdings,LTRPA,375,360,0.96
6,2014-12-31,liberty-tripadvisor-holdings,LTRPA,325,325,1.0
7,2015-03-31,liberty-tripadvisor-holdings,LTRPA,374,374,1.0
8,2015-06-30,liberty-tripadvisor-holdings,LTRPA,414,414,1.0
9,2015-09-30,liberty-tripadvisor-holdings,LTRPA,432,432,1.0
10,2015-12-31,liberty-tripadvisor-holdings,LTRPA,345,345,1.0
11,2016-03-31,liberty-tripadvisor-holdings,LTRPA,361,361,1.0
12,2016-06-30,liberty-tripadvisor-holdings,LTRPA,398,398,1.0
13,2016-09-30,liberty-tripadvisor-holdings,LTRPA,434,434,1.0
14,2016-12-31,liberty-tripadvisor-holdings,LTRPA,339,339,1.0
15,2017-03-31,liberty-tripadvisor-holdings,LTRPA,378,378,1.0
16,2017-06-30,liberty-tripadvisor-holdings,LTRPA,431,431,1.0
17,2017-09-30,liberty-tripadvisor-holdings,LTRPA,439,439,1.0
18,2017-12-31,liberty-tripadvisor-holdings,LTRPA,321,321,1.0
19,2018-03-31,liberty-tripadvisor-holdings,LTRPA,378,378,1.0
20,2018-06-30,liberty-tripadvisor-holdings,LTRPA,433,433,1.0
21,2018-09-30,liberty-tripadvisor-holdings,LTRPA,458,458,1.0
22,2018-12-31,liberty-tripadvisor-holdings,LTRPA,346,346,1.0
23,2019-03-31,liberty-tripadvisor-holdings,LTRPA,376,376,1.0
24,2019-06-30,liberty-tripadvisor-holdings,LTRPA,422,422,1.0
25,2019-09-30,liberty-tripadvisor-holdings,LTRPA,428,428,1.0
26,2019-12-31,liberty-tripadvisor-holdings,LTRPA,334,334,1.0
27,2020-03-31,liberty-tripadvisor-holdings,LTRPA,278,278,1.0
28,2020-06-30,liberty-tripadvisor-holdings,LTRPA,59,59,1.0
29,2020-09-30,liberty-tripadvisor-holdings,LTRPA,151,151,1.0
0,2012-10-31,aspen-group,ASPU,1,0,0.0
1,2013-01-31,aspen-group,ASPU,1,0,0.0
3,2013-07-31,aspen-group,ASPU,1,0,0.0
4,2013-10-31,aspen-group,ASPU,1,0,0.0
5,2014-01-31,aspen-group,ASPU,1,1,1.0
6,2014-04-30,aspen-group,ASPU,1,1,1.0
7,2014-07-31,aspen-group,ASPU,1,1,1.0
8,2014-10-31,aspen-group,ASPU,1,1,1.0
9,2015-01-31,aspen-group,ASPU,1,1,1.0
10,2015-04-30,aspen-group,ASPU,2,1,0.5
11,2015-07-31,aspen-group,ASPU,2,1,0.5
12,2015-10-31,aspen-group,ASPU,2,1,0.5
13,2016-01-31,aspen-group,ASPU,2,1,0.5
14,2016-04-30,aspen-group,ASPU,3,2,0.6666666666666666
15,2016-07-31,aspen-group,ASPU,3,2,0.6666666666666666
16,2016-10-31,aspen-group,ASPU,3,2,0.6666666666666666
17,2017-01-31,aspen-group,ASPU,4,2,0.5
18,2017-04-30,aspen-group,ASPU,4,3,0.75
19,2017-07-31,aspen-group,ASPU,4,2,0.5
20,2017-10-31,aspen-group,ASPU,5,3,0.6
21,2018-01-31,aspen-group,ASPU,6,3,0.5
22,2018-04-30,aspen-group,ASPU,7,4,0.5714285714285714
23,2018-07-31,aspen-group,ASPU,7,3,0.42857142857142855
24,2018-10-31,aspen-group,ASPU,8,4,0.5
25,2019-01-31,aspen-group,ASPU,8,4,0.5
26,2019-04-30,aspen-group,ASPU,10,6,0.6
27,2019-07-31,aspen-group,ASPU,10,6,0.6
28,2019-10-31,aspen-group,ASPU,12,8,0.6666666666666666
29,2020-01-31,aspen-group,ASPU,13,7,0.5384615384615384
30,2020-04-30,aspen-group,ASPU,14,9,0.6428571428571429
31,2020-07-31,aspen-group,ASPU,15,9,0.6
32,2020-10-31,aspen-group,ASPU,17,10,0.5882352941176471
1,2018-03-31,sunlands-technology-group,STG,65,54,0.8307692307692308
2,2018-06-30,sunlands-technology-group,STG,73,59,0.8082191780821918
3,2018-09-30,sunlands-technology-group,STG,75,62,0.8266666666666667
4,2018-12-31,sunlands-technology-group,STG,74,64,0.8648648648648649
5,2019-03-31,sunlands-technology-group,STG,84,71,0.8452380952380952
6,2019-06-30,sunlands-technology-group,STG,81,67,0.8271604938271605
7,2019-09-30,sunlands-technology-group,STG,74,58,0.7837837837837838
8,2019-12-31,sunlands-technology-group,STG,77,62,0.8051948051948052
9,2020-03-31,sunlands-technology-group,STG,80,66,0.825
10,2020-06-30,sunlands-technology-group,STG,73,58,0.7945205479452054
11,2020-09-30,sunlands-technology-group,STG,80,66,0.825
2,2010-03-31,leaf-group,LEAF,54,23,0.42592592592592593
3,2010-06-30,leaf-group,LEAF,60,29,0.48333333333333334
4,2010-09-30,leaf-group,LEAF,65,32,0.49230769230769234
5,2010-12-31,leaf-group,LEAF,74,37,0.5
6,2011-03-31,leaf-group,LEAF,80,42,0.525
7,2011-06-30,leaf-group,LEAF,79,42,0.5316455696202531
8,2011-09-30,leaf-group,LEAF,81,41,0.5061728395061729
9,2011-12-31,leaf-group,LEAF,84,44,0.5238095238095238
10,2012-03-31,leaf-group,LEAF,86,45,0.5232558139534884
11,2012-06-30,leaf-group,LEAF,93,49,0.5268817204301075
12,2012-09-30,leaf-group,LEAF,98,52,0.5306122448979592
13,2012-12-31,leaf-group,LEAF,103,45,0.4368932038834951
14,2013-03-31,leaf-group,LEAF,101,52,0.5148514851485149
15,2013-06-30,leaf-group,LEAF,101,52,0.5148514851485149
16,2013-09-30,leaf-group,LEAF,51,35,0.6862745098039216
17,2013-12-31,leaf-group,LEAF,51,33,0.6470588235294118
18,2014-03-31,leaf-group,LEAF,45,29,0.6444444444444445
19,2014-06-30,leaf-group,LEAF,43,27,0.627906976744186
20,2014-09-30,leaf-group,LEAF,41,25,0.6097560975609756
21,2014-12-31,leaf-group,LEAF,43,22,0.5116279069767442
22,2015-03-31,leaf-group,LEAF,33,16,0.48484848484848486
23,2015-06-30,leaf-group,LEAF,30,13,0.43333333333333335
24,2015-09-30,leaf-group,LEAF,29,11,0.3793103448275862
25,2015-12-31,leaf-group,LEAF,34,14,0.4117647058823529
26,2016-03-31,leaf-group,LEAF,27,10,0.37037037037037035
27,2016-06-30,leaf-group,LEAF,24,10,0.4166666666666667
28,2016-09-30,leaf-group,LEAF,28,13,0.4642857142857143
29,2016-12-31,leaf-group,LEAF,34,13,0.38235294117647056
30,2017-03-31,leaf-group,LEAF,27,11,0.4074074074074074
31,2017-06-30,leaf-group,LEAF,29,12,0.41379310344827586
32,2017-09-30,leaf-group,LEAF,33,13,0.3939393939393939
33,2017-12-31,leaf-group,LEAF,40,15,0.375
34,2018-03-31,leaf-group,LEAF,34,14,0.4117647058823529
35,2018-06-30,leaf-group,LEAF,34,15,0.4411764705882353
36,2018-09-30,leaf-group,LEAF,41,17,0.4146341463414634
37,2018-12-31,leaf-group,LEAF,46,17,0.3695652173913043
38,2019-03-31,leaf-group,LEAF,34,12,0.35294117647058826
39,2019-06-30,leaf-group,LEAF,36,15,0.4166666666666667
40,2019-09-30,leaf-group,LEAF,40,17,0.425
41,2019-12-31,leaf-group,LEAF,45,19,0.4222222222222222
42,2020-03-31,leaf-group,LEAF,33,11,0.3333333333333333
43,2020-06-30,leaf-group,LEAF,51,17,0.3333333333333333
44,2020-09-30,leaf-group,LEAF,63,21,0.3333333333333333
0,2005-03-31,inuvo,INUV,10,7,0.7
1,2005-06-30,inuvo,INUV,16,9,0.5625
2,2005-09-30,inuvo,INUV,11,8,0.7272727272727273
3,2005-12-31,inuvo,INUV,10,10,1.0
4,2006-03-31,inuvo,INUV,12,9,0.75
5,2006-06-30,inuvo,INUV,19,11,0.5789473684210527
6,2006-09-30,inuvo,INUV,22,14,0.6363636363636364
7,2006-12-31,inuvo,INUV,19,10,0.5263157894736842
8,2007-03-31,inuvo,INUV,18,9,0.5
9,2007-06-30,inuvo,INUV,17,9,0.5294117647058824
10,2007-09-30,inuvo,INUV,19,10,0.5263157894736842
11,2007-12-31,inuvo,INUV,20,10,0.5
12,2008-03-31,inuvo,INUV,21,9,0.42857142857142855
13,2008-06-30,inuvo,INUV,13,5,0.38461538461538464
14,2008-09-30,inuvo,INUV,14,5,0.35714285714285715
15,2008-12-31,inuvo,INUV,3,0,0.0
16,2009-03-31,inuvo,INUV,14,5,0.35714285714285715
17,2009-06-30,inuvo,INUV,12,12,1.0
18,2009-09-30,inuvo,INUV,13,13,1.0
19,2009-12-31,inuvo,INUV,10,4,0.4
20,2010-03-31,inuvo,INUV,10,4,0.4
21,2010-06-30,inuvo,INUV,12,4,0.3333333333333333
22,2010-09-30,inuvo,INUV,14,6,0.42857142857142855
23,2010-12-31,inuvo,INUV,14,6,0.42857142857142855
24,2011-03-31,inuvo,INUV,12,5,0.4166666666666667
25,2011-06-30,inuvo,INUV,9,4,0.4444444444444444
26,2011-09-30,inuvo,INUV,8,4,0.5
27,2011-12-31,inuvo,INUV,7,2,0.2857142857142857
28,2012-03-31,inuvo,INUV,9,3,0.3333333333333333
29,2012-06-30,inuvo,INUV,13,7,0.5384615384615384
30,2012-09-30,inuvo,INUV,15,9,0.6
31,2012-12-31,inuvo,INUV,16,9,0.5625
32,2013-03-31,inuvo,INUV,16,8,0.5
33,2013-06-30,inuvo,INUV,13,6,0.46153846153846156
34,2013-09-30,inuvo,INUV,15,6,0.4
35,2013-12-31,inuvo,INUV,11,5,0.45454545454545453
36,2014-03-31,inuvo,INUV,10,6,0.6
37,2014-06-30,inuvo,INUV,11,6,0.5454545454545454
38,2014-09-30,inuvo,INUV,13,7,0.5384615384615384
39,2014-12-31,inuvo,INUV,16,9,0.5625
40,2015-03-31,inuvo,INUV,13,7,0.5384615384615384
41,2015-06-30,inuvo,INUV,17,10,0.5882352941176471
42,2015-09-30,inuvo,INUV,19,13,0.6842105263157895
43,2015-12-31,inuvo,INUV,21,16,0.7619047619047619
44,2016-03-31,inuvo,INUV,19,14,0.7368421052631579
45,2016-06-30,inuvo,INUV,16,12,0.75
46,2016-09-30,inuvo,INUV,17,12,0.7058823529411765
47,2016-12-31,inuvo,INUV,20,12,0.6
48,2017-03-31,inuvo,INUV,17,9,0.5294117647058824
49,2017-06-30,inuvo,INUV,18,11,0.6111111111111112
50,2017-09-30,inuvo,INUV,20,11,0.55
51,2017-12-31,inuvo,INUV,24,12,0.5
52,2018-03-31,inuvo,INUV,21,12,0.5714285714285714
53,2018-06-30,inuvo,INUV,19,12,0.631578947368421
54,2018-09-30,inuvo,INUV,17,11,0.6470588235294118
55,2018-12-31,inuvo,INUV,17,9,0.5294117647058824
56,2019-03-31,inuvo,INUV,15,9,0.6
57,2019-06-30,inuvo,INUV,14,8,0.5714285714285714
58,2019-09-30,inuvo,INUV,14,9,0.6428571428571429
59,2019-12-31,inuvo,INUV,18,13,0.7222222222222222
60,2020-03-31,inuvo,INUV,15,11,0.7333333333333333
61,2020-06-30,inuvo,INUV,8,7,0.875
62,2020-09-30,inuvo,INUV,9,8,0.8888888888888888
63,2020-12-31,inuvo,INUV,13,11,0.8461538461538461
0,2015-12-31,yatra-online,YTRA,34,34,1.0
1,2016-03-31,yatra-online,YTRA,30,30,1.0
2,2016-06-30,yatra-online,YTRA,39,39,1.0
3,2016-09-30,yatra-online,YTRA,29,29,1.0
4,2016-12-31,yatra-online,YTRA,35,35,1.0
5,2017-03-31,yatra-online,YTRA,41,41,1.0
6,2017-06-30,yatra-online,YTRA,47,47,1.0
7,2017-09-30,yatra-online,YTRA,39,39,1.0
8,2017-12-31,yatra-online,YTRA,53,53,1.0
9,2018-03-31,yatra-online,YTRA,49,49,1.0
10,2018-09-30,yatra-online,YTRA,28,28,1.0
11,2019-09-30,yatra-online,YTRA,25,25,1.0
12,2019-12-31,yatra-online,YTRA,28,28,1.0
13,2020-06-30,yatra-online,YTRA,3,3,1.0
14,2020-09-30,yatra-online,YTRA,4,4,1.0
15,2020-12-31,yatra-online,YTRA,4,4,1.0
0,2005-03-31,marchex,MCHX,18,8,0.4444444444444444
1,2005-06-30,marchex,MCHX,21,10,0.47619047619047616
2,2005-09-30,marchex,MCHX,26,12,0.46153846153846156
3,2005-12-31,marchex,MCHX,30,16,0.5333333333333333
4,2006-03-31,marchex,MCHX,31,16,0.5161290322580645
5,2006-06-30,marchex,MCHX,32,17,0.53125
6,2006-09-30,marchex,MCHX,32,17,0.53125
7,2006-12-31,marchex,MCHX,33,17,0.5151515151515151
8,2007-03-31,marchex,MCHX,34,19,0.5588235294117647
9,2007-06-30,marchex,MCHX,35,18,0.5142857142857142
10,2007-09-30,marchex,MCHX,33,15,0.45454545454545453
11,2007-12-31,marchex,MCHX,37,17,0.4594594594594595
12,2008-03-31,marchex,MCHX,37,18,0.4864864864864865
13,2008-06-30,marchex,MCHX,37,20,0.5405405405405406
14,2008-09-30,marchex,MCHX,37,22,0.5945945945945946
15,2008-12-31,marchex,MCHX,35,21,0.6
16,2009-03-31,marchex,MCHX,27,15,0.5555555555555556
17,2009-06-30,marchex,MCHX,21,10,0.47619047619047616
18,2009-09-30,marchex,MCHX,22,10,0.45454545454545453
19,2009-12-31,marchex,MCHX,23,11,0.4782608695652174
20,2010-03-31,marchex,MCHX,24,11,0.4583333333333333
21,2010-06-30,marchex,MCHX,21,8,0.38095238095238093
22,2010-09-30,marchex,MCHX,24,10,0.4166666666666667
23,2010-12-31,marchex,MCHX,28,11,0.39285714285714285
24,2011-03-31,marchex,MCHX,29,12,0.41379310344827586
25,2011-06-30,marchex,MCHX,39,17,0.4358974358974359
26,2011-09-30,marchex,MCHX,40,18,0.45
27,2011-12-31,marchex,MCHX,31,16,0.5161290322580645
28,2012-03-31,marchex,MCHX,35,15,0.42857142857142855
29,2012-06-30,marchex,MCHX,34,15,0.4411764705882353
30,2012-09-30,marchex,MCHX,34,14,0.4117647058823529
31,2012-12-31,marchex,MCHX,30,13,0.43333333333333335
32,2013-03-31,marchex,MCHX,35,15,0.42857142857142855
33,2013-06-30,marchex,MCHX,38,15,0.39473684210526316
34,2013-09-30,marchex,MCHX,41,15,0.36585365853658536
35,2013-12-31,marchex,MCHX,35,14,0.4
36,2014-03-31,marchex,MCHX,50,18,0.36
37,2014-06-30,marchex,MCHX,47,16,0.3404255319148936
